Plant,Product  Order,Product Code,production date,         Plan Qty,product name,Base qty,Required qty,Actual qty,difference,Gain,Loss/Gain %,Std Loss %,Std Loss Qty,            Loss (Gain),Std Cost,Base Req. Value,Std Loss Value,Standard Value,Actual Value,Std Cost Variance,         Variance_2
plant 2,11837621,535611,13.05.2022,17226,crystal milk,1395.307,1423.213,1312,-83.307,Gain,5.97,2,27.906,-111.21,$3021213.01,42155196.61,843103.93,42998296.32,39638314.69,-3359981.63,-2516881.92
plant 2,11913738,535611,13.09.2022,17160,crystal milk,1389.961,1417.76,1587,197.039,Loss,14.18,2,27.799,169.24,$3021213.01,41993682.57,839873.65,42833549.57,47946650.47,5113100.9,5952967.9
plant 2,11910617,535611,07.09.2022,17160,crystal milk,1389.961,1417.76,1422,32.039,Loss,2.31,2,27.799,4.24,$3021213.01,41993682.57,839873.65,42833549.57,42961649,128099.43,967966.43
plant 2,11905202,535611,14.09.2022,17160,crystal milk,1389.961,1417.76,1389,-0.961,Gain,0.07,2,27.799,-28.76,$3021213.01,41993682.57,839873.65,42833549.57,41964648.71,-868900.86,-29033.86
plant 2,11818802,699076,27.04.2022,19250,juice,1386,1413.72,1475,89,Loss,6.42,2,27.72,61.28,$1295929.78,17961586.75,359231.74,18320818.49,19114964.26,794145.77,1153377.51
plant 2,11914697,535626,13.09.2022,17424,valtino malt,1379.981,1407.581,1382,2.019,Loss,0.15,2,27.6,-25.58,$1302828.68,17978788.25,359575.77,18338368.96,18005092.36,-333276.6,26304.11
plant 2,11916581,535611,23.09.2022,17028,crystal milk,1379.269,1406.854,1308,-71.269,Gain,5.17,2,27.585,-98.85,$3021213.01,41670654.47,833413.09,42504056.08,39517466.17,-2986589.91,-2153188.3
plant 2,11820569,535626,01.04.2022,17376,valtino malt,1376.179,1403.703,1842,465.821,Loss,33.85,2,27.524,438.3,$1302828.68,17929254.7,358585.09,18287845.27,23998104.29,5710259.02,6068849.59
plant 2,11916580,535611,22.09.2022,16962,crystal milk,1373.923,1401.401,1401,27.077,Loss,1.97,2,27.478,-0.4,$3021213.01,41509140.42,830182.81,42339309.33,42327194.27,-12115.06,818053.85
plant 2,11905190,535611,15.09.2022,16962,crystal milk,1373.923,1401.401,1338,-35.923,Gain,2.61,2,27.478,-63.4,$3021213.01,41509140.42,830182.81,42339309.33,40423830.07,-1915479.26,-1085310.35
plant 2,11837645,535611,16.05.2022,16962,crystal milk,1373.923,1401.401,1611,237.077,Loss,17.26,2,27.478,209.6,$3021213.01,41509140.42,830182.81,42339309.33,48671741.59,6332432.26,7162601.17
plant 2,11931298,535611,26.10.2022,16830,crystal milk,1363.23,1390.495,1397,33.77,Loss,2.48,2,27.265,6.51,$3021213.01,41186082.12,823721.64,42009815.84,42206345.75,196529.91,1020263.63
plant 2,11931357,535625,24.10.2022,1721,valtino malt,136.304,139.03,0,-136.304,null,0,2,2.726,-139.03,$1302828.68,1775807.6,35516.15,1811322.71,0,-1811322.71,-1775807.6
plant 2,11857266,535609,07.06.2022,17424,crystal milk,1359.073,1386.254,1280,-79.073,Gain,5.82,2,27.181,-106.25,$3021213.01,41060490.29,821209.81,41881686.2,38671526.53,-3210159.67,-2388963.76
plant 2,11927278,535611,13.10.2022,16756,crystal milk,1357.236,1384.381,1384,26.764,Loss,1.97,2,27.145,-0.38,$3021213.01,41004990.61,820099.81,41825098.88,41813588.06,-11510.82,808597.45
plant 2,11821867,535625,03.04.2022,17029,valtino malt,1348.697,1375.671,1092,-256.697,Gain,19.03,2,26.974,-283.67,$1302828.68,17571211.32,351424.23,17922636.33,14226889.19,-3695747.14,-3344322.13
plant 2,11891529,535611,27.08.2022,16632,crystal milk,1347.192,1374.136,1429,81.808,Loss,6.07,2,26.944,54.86,$3021213.01,40701539.97,814030.8,41515575.61,43173133.91,1657558.3,2471593.94
plant 2,11818809,699076,28.04.2022,18690,juice,1345.68,1372.594,1250,-95.68,Gain,7.11,2,26.914,-122.59,$1295929.78,17439067.86,348781.36,17787854.4,16199122.25,-1588732.15,-1239945.61
plant 2,11916591,535609,28.09.2022,17208,crystal milk,1342.225,1369.07,1595,252.775,Loss,18.83,2,26.845,225.93,$3021213.01,40551476.32,811029.53,41362520.96,48188347.51,6825826.55,7636871.19
plant 2,11877333,535611,03.08.2022,16566,crystal milk,1341.846,1368.683,1540,198.154,Loss,14.77,2,26.837,171.32,$3021213.01,40540025.93,810800.52,41350828.86,46526680.35,5175851.49,5986654.42
plant 2,11905191,535611,06.09.2022,16500,crystal milk,1336.5,1363.23,1338,1.5,Loss,0.11,2,26.73,-25.23,$3021213.01,40378511.88,807570.24,41186082.12,40423830.07,-762252.05,45318.19
plant 2,11891465,535611,15.08.2022,16500,crystal milk,1336.5,1363.23,1318,-18.5,Gain,1.38,2,26.73,-45.23,$3021213.01,40378511.88,807570.24,41186082.12,39819587.47,-1366494.65,-558924.41
plant 2,11931294,535611,23.10.2022,16368,crystal milk,1325.809,1352.325,678,-647.809,Gain,48.86,2,26.516,-674.33,$3021213.01,40055514,801110.28,40856618.84,20483824.21,-20372794.63,-19571689.79
plant 2,11933476,535625,18.10.2022,1674,valtino malt,132.581,135.233,0,-132.581,null,0,2,2.652,-135.23,$1302828.68,1727303.29,34546.07,1761854.31,0,-1761854.31,-1727303.29
plant 2,11837563,535611,06.05.2022,16170,crystal milk,1309.771,1335.966,1228,-81.771,Gain,6.24,2,26.195,-107.97,$3021213.01,39570971.85,791419.44,40362378.6,37100495.76,-3261882.84,-2470476.09
plant 2,11892785,535611,04.08.2022,16170,crystal milk,1309.771,1335.966,1285,-24.771,Gain,1.89,2,26.195,-50.97,$3021213.01,39570971.85,791419.44,40362378.6,38822587.18,-1539791.42,-748384.67
plant 2,11837661,699076,23.05.2022,17990,juice,1295.28,1321.186,1555,259.72,Loss,20.05,2,25.906,233.81,$1295929.78,16785919.25,335718.39,17121642.82,20151708.08,3030065.26,3365788.83
plant 2,11916579,535611,21.09.2022,15972,crystal milk,1293.732,1319.607,1452,158.268,Loss,12.23,2,25.875,132.39,$3021213.01,39086399.5,781727.99,39868138.36,43868012.91,3999874.55,4781613.41
plant 2,11891453,535611,11.08.2022,15906,crystal milk,1288.386,1314.154,1411,122.614,Loss,9.52,2,25.768,96.85,$3021213.01,38924885.45,778497.71,39703391.62,42629315.57,2925923.95,3704430.12
plant 2,11931295,535611,24.10.2022,15840,crystal milk,1283.04,1308.701,1732,448.96,Loss,34.99,2,25.661,423.3,$3021213.01,38763371.4,775267.43,39538644.87,52327409.33,12788764.46,13564037.93
plant 2,11818608,535611,06.04.2022,1584,crystal milk,128.305,130.871,390,261.695,Loss,203.96,2,2.566,259.13,$3021213.01,3876367.35,77527.35,3953891.68,11782730.74,7828839.06,7906363.39
plant 2,11891444,535611,07.08.2022,1584,crystal milk,128.305,130.871,122,-6.305,Gain,4.91,2,2.566,-8.87,$3021213.01,3876367.35,77527.35,3953891.68,3685879.87,-268011.81,-190487.48
plant 2,11852566,755760,27.05.2022,15774,crystal milk,1277.694,1303.248,1645,367.306,Loss,28.75,2,25.554,341.75,$2401765.2,30687209.85,613744.2,31300956.93,39509037.54,8208080.61,8821827.69
plant 2,11818795,535611,21.04.2022,15774,crystal milk,1277.694,1303.248,1568,290.306,Loss,22.72,2,25.554,264.75,$3021213.01,38601857.36,772037.15,39373898.13,47372620,7998721.87,8770762.64
plant 2,11850017,535609,23.05.2022,16344,crystal milk,1274.832,1300.329,1507,232.168,Loss,18.21,2,25.497,206.67,$3021213.01,38515390.24,770307.8,39285708.92,45529680.06,6243971.14,7014289.82
plant 2,11837606,535625,06.05.2022,16056,valtino malt,1271.635,1297.068,1380,108.365,Loss,8.52,2,25.433,82.93,$1302828.68,16567225.48,331344.51,16898573.9,17979035.78,1080461.88,1411810.3
plant 2,11905208,535611,10.09.2022,15576,crystal milk,1261.657,1286.89,1192,-69.657,Gain,5.52,2,25.233,-94.89,$3021213.01,38117345.43,762346.91,38879688.1,36012859.08,-2866829.02,-2104486.35
plant 2,11897087,535612,12.08.2022,15885,crystal milk,1258.092,1283.254,1054,-204.092,Gain,16.22,2,25.162,-229.25,$3021213.01,38009639.18,760192.78,38769836.8,31843585.13,-6926251.67,-6166054.05
plant 2,11924802,699076,03.10.2022,1741,juice,125.353,127.86,200,74.647,Loss,59.55,2,2.507,72.14,$1295929.78,1624486.86,32489.74,1656975.82,2591859.56,934883.74,967372.7
plant 2,11916585,535611,24.09.2022,15312,crystal milk,1240.273,1265.078,1182,-58.273,Gain,4.7,2,24.805,-83.08,$3021213.01,37471289.24,749425.78,38220701.12,35710737.78,-2509963.34,-1760551.46
plant 2,11891509,535609,21.08.2022,1584,crystal milk,123.553,126.024,113,-10.553,Gain,8.54,2,2.471,-13.02,$3021213.01,3732799.31,74655.99,3807453.48,3413970.7,-393482.78,-318828.61
plant 2,11818745,535625,27.04.2022,1560,valtino malt,123.553,126.024,0,-123.553,null,0,2,2.471,-126.02,$1302828.68,1609683.92,32193.68,1641876.82,0,-1641876.82,-1609683.92
plant 2,11935102,535611,28.10.2022,20460,crystal milk,1229.581,1254.173,1292,62.419,Loss,5.08,2,24.592,37.83,$3021213.01,37148261.14,742965.22,37891237.84,39034072.09,1142834.25,1885810.95
plant 2,11905868,535626,28.08.2022,15469,valtino malt,1225.145,1249.648,1002,-223.145,Gain,18.21,2,24.503,-247.65,$1302828.68,15961540.43,319230.81,16280772.54,13054343.37,-3226429.17,-2907197.06
plant 2,11897440,699076,13.08.2022,16940,juice,1219.68,1244.074,1000,-219.68,Gain,18.01,2,24.394,-244.07,$1295929.78,15806196.34,316123.93,16122325.45,12959297.8,-3163027.65,-2846898.54
plant 2,11877309,535609,26.07.2022,15547,crystal milk,1212.667,1236.92,1115,-97.667,Gain,8.05,2,24.253,-121.92,$3021213.01,36637253.17,732745.06,37369987.96,33686525.06,-3683462.9,-2950728.11
plant 2,11922903,535626,28.09.2022,1539,valtino malt,121.889,124.327,108,-13.889,Gain,11.39,2,2.438,-16.33,$1302828.68,1588004.85,31760.1,1619767.81,1407054.97,-212712.84,-180949.88
plant 2,11891496,535609,16.08.2022,15480,crystal milk,1207.44,1231.589,1495,287.56,Loss,23.82,2,24.149,263.41,$3021213.01,36479334.37,729586.69,37208927.1,45167134.5,7958207.4,8687800.13
plant 2,11924340,535612,01.10.2022,15212,crystal milk,1204.791,1228.887,1504,299.209,Loss,24.83,2,24.096,275.11,$3021213.01,36399302.44,727986.05,37127293.92,45439043.67,8311749.75,9039741.23
plant 2,11899336,769367,16.08.2022,156,null,12.356,12.603,0,-12.356,null,0,2,0.247,-12.6,$1270929.84,157036.09,3140.72,160175.29,0,-160175.29,-157036.09
plant 2,11840381,535625,05.05.2022,15048,valtino malt,1191.802,1215.638,1215.638,23.836,Loss,2,2,23.836,0,$1302828.68,15527138.26,310542.77,15837680.51,15837680.51,0,310542.25
plant 2,11931354,535609,17.10.2022,15264,crystal milk,1190.592,1214.404,1340,149.408,Loss,12.55,2,23.812,125.6,$3021213.01,35970320.4,719406.41,36689731.64,40484254.33,3794522.69,4513933.93
plant 2,11822228,535609,05.04.2022,15239,crystal milk,1188.642,1212.415,995,-193.642,Gain,16.29,2,23.773,-217.42,$3021213.01,35911406.75,718228.14,36629639.72,30061069.45,-6568570.27,-5850337.3
plant 2,11916590,535611,05.10.2022,14652,crystal milk,1186.813,1210.549,1370,183.187,Loss,15.44,2,23.736,159.45,$3021213.01,35856148.76,717122.98,36573263.88,41390618.24,4817354.36,5534469.48
plant 2,11912757,535611,17.09.2022,14586,crystal milk,1181.467,1205.096,1245,63.533,Loss,5.38,2,23.629,39.9,$3021213.01,35694634.71,713892.69,36408517.13,37614101.97,1205584.84,1919467.26
plant 2,11924101,535611,04.10.2022,1452,crystal milk,117.613,119.965,68,-49.613,Gain,42.18,2,2.352,-51.97,$3021213.01,3553339.26,71066.79,3624398.19,2054424.85,-1569973.34,-1498914.41
plant 2,11877291,699076,28.07.2022,16240,juice,1169.28,1192.666,800,-369.28,Gain,31.58,2,23.386,-392.67,$1295929.78,15153047.73,303060.95,15456113.87,10367438.24,-5088675.63,-4785609.49
plant 2,11924102,535609,12.10.2022,14976,crystal milk,1168.128,1191.491,1435,266.872,Loss,22.85,2,23.363,243.51,$3021213.01,35291635.11,705832.7,35997481.1,43354406.69,7356925.59,8062771.58
plant 2,11877307,535611,26.07.2022,14322,crystal milk,1160.082,1183.284,1166,5.918,Loss,0.51,2,23.202,-17.28,$3021213.01,35048548.31,700970.97,35749530.15,35227343.7,-522186.45,178795.39
plant 2,11922828,699076,29.09.2022,16030,juice,1154.161,1177.244,1250,95.839,Loss,8.3,2,23.083,72.76,$1295929.78,14957116.11,299142.32,15256255.58,16199122.25,942866.67,1242006.14
plant 2,11891503,535625,20.08.2022,14544,valtino malt,1151.885,1174.923,1045,-106.885,Gain,9.28,2,23.038,-129.92,$1302828.68,15007088.14,300141.76,15307233.81,13614559.71,-1692674.1,-1392528.43
plant 2,11922182,535626,27.09.2022,14484,valtino malt,1147.133,1170.076,1459,311.867,Loss,27.19,2,22.943,288.92,$1302828.68,14945177.72,298903.55,15244085.71,19008270.44,3764184.73,4063092.72
plant 2,11818800,535609,19.04.2022,14626,crystal milk,1140.828,1163.645,864,-276.828,Gain,24.27,2,22.817,-299.65,$3021213.01,34466843.96,689336.88,35156194.13,26103280.41,-9052913.72,-8363563.55
plant 2,11891442,535611,06.08.2022,1409,crystal milk,114.129,116.412,0,-114.129,null,0,2,2.283,-116.41,$3021213.01,3448080.2,68961.6,3517054.49,0,-3517054.49,-3448080.2
plant 2,11877274,535625,12.07.2022,1440,valtino malt,114.048,116.329,291,176.952,Loss,155.16,2,2.281,174.67,$1302828.68,1485850.05,29717,1515567.58,3791231.46,2275663.88,2305381.41
plant 2,11934412,535625,20.10.2022,14328,valtino malt,1134.778,1157.474,1281,146.222,Loss,12.89,2,22.696,123.53,$1302828.68,14784213.24,295684.26,15079903.24,16689235.39,1609332.15,1905022.15
plant 2,11821861,699076,03.04.2022,15596,juice,1122.913,1145.371,907,-215.913,Gain,19.23,2,22.458,-238.37,$1295929.78,14552163.97,291043.28,14843203.88,11754083.1,-3089120.78,-2798080.87
plant 2,11828744,535611,15.04.2022,13794,crystal milk,1117.315,1139.661,1168,50.685,Loss,4.54,2,22.346,28.34,$3021213.01,33756466.14,675129.32,34431586.4,35287767.96,856181.56,1531301.82
plant 2,11927392,535626,16.10.2022,14079,valtino malt,1115.057,1137.358,1075,-40.057,Gain,3.59,2,22.301,-62.36,$1302828.68,14527282.39,290545.65,14817826.22,14005408.31,-812417.91,-521874.08
plant 2,11848564,535609,30.05.2022,14256,crystal milk,1111.969,1134.208,1393,281.031,Loss,25.27,2,22.239,258.79,$3021213.01,33594952.1,671899.04,34266839.66,42085497.23,7818657.57,8490545.13
plant 2,11818820,699076,29.04.2022,1537,juice,110.665,112.878,0,-110.665,null,0,2,2.213,-112.88,$1295929.78,1434140.69,28682.81,1462819.62,0,-1462819.62,-1434140.69
plant 2,11838168,535611,03.05.2022,13572,crystal milk,1099.332,1121.319,1028,-71.332,Gain,6.49,2,21.987,-93.32,$3021213.01,33213161.41,664263.23,33877435.51,31058069.74,-2819365.77,-2155091.67
plant 2,11931291,535611,19.10.2022,13464,crystal milk,1090.584,1112.396,1306,215.416,Loss,19.75,2,21.812,193.6,$3021213.01,32948865.69,658977.31,33607852.67,39457041.91,5849189.24,6508176.22
plant 2,11930364,535609,13.10.2022,13968,crystal milk,1089.505,1111.295,1030,-59.505,Gain,5.46,2,21.79,-81.3,$3021213.01,32916266.8,658325.34,33574589.12,31118494,-2456095.12,-1797772.8
plant 2,11877277,535611,20.07.2022,1327,crystal milk,107.487,109.637,215,107.513,Loss,100.02,2,2.15,105.36,$3021213.01,3247411.23,64948.22,3312367.31,6495607.97,3183240.66,3248196.74
plant 2,11927394,769367,19.10.2022,13409,null,1061.993,1083.233,832,-229.993,Gain,21.66,2,21.24,-251.23,$1270929.84,13497185.94,269943.72,13767131.43,10574136.27,-3192995.16,-2923049.67
plant 2,11927951,535625,08.10.2022,13392,valtino malt,1060.647,1081.86,1117,56.353,Loss,5.31,2,21.213,35.14,$1302828.68,13818413.31,276368.27,14094782.36,14552596.36,457814,734183.05
plant 2,11891544,535611,30.08.2022,1320,crystal milk,106.921,109.059,0,-106.921,null,0,2,2.138,-109.06,$3021213.01,3230311.16,64606.22,3294904.7,0,-3294904.7,-3230311.16
plant 2,11874349,535612,04.07.2022,13353,crystal milk,1057.558,1078.709,1092,34.442,Loss,3.26,2,21.151,13.29,$3021213.01,31951079.88,639021.6,32590096.65,32991646.07,401549.42,1040566.19
plant 2,11891532,535609,28.08.2022,13515,crystal milk,1054.171,1075.254,677,-377.171,Gain,35.78,2,21.083,-398.25,$3021213.01,31848751.4,636975.03,32485713.74,20453612.08,-12032101.66,-11395139.32
plant 2,11837656,535625,25.05.2022,13248,valtino malt,1049.242,1070.227,1010,-39.242,Gain,3.74,2,20.985,-60.23,$1302828.68,13669825.7,273396.51,13943224.3,13158569.67,-784654.63,-511256.03
plant 2,11917722,699076,19.09.2022,14543,juice,1047.096,1068.038,874,-173.096,Gain,16.53,2,20.942,-194.04,$1295929.78,13569628.89,271392.58,13841022.5,11326426.28,-2514596.22,-2243202.61
plant 2,11831912,535612,19.04.2022,13200,crystal milk,1045.44,1066.349,1319,273.56,Loss,26.17,2,20.909,252.65,$3021213.01,31584969.29,631699.39,32216674.72,39849799.6,7633124.88,8264830.31
plant 2,11891541,535611,29.08.2022,12870,crystal milk,1042.471,1063.32,1212,169.529,Loss,16.26,2,20.849,148.68,$3021213.01,31495269.48,629905.39,32125162.18,36617101.68,4491939.5,5121832.2
plant 2,11821207,535611,04.04.2022,12804,crystal milk,1037.125,1057.868,1221,183.875,Loss,17.73,2,20.743,163.13,$3021213.01,31333755.43,626675.11,31960445.64,36889010.85,4928565.21,5555255.42
plant 2,11891446,535611,08.08.2022,12804,crystal milk,1037.125,1057.868,1231,193.875,Loss,18.69,2,20.743,173.13,$3021213.01,31333755.43,626675.11,31960445.64,37191132.15,5230686.51,5857376.72
plant 2,11930748,699076,17.10.2022,14280,juice,1028.161,1048.724,1339,310.839,Loss,30.23,2,20.563,290.28,$1295929.78,13324244.59,266484.89,13590726.63,17352499.75,3761773.12,4028255.16
plant 2,11927398,535609,19.10.2022,13142,crystal milk,1025.076,1045.578,551,-474.076,Gain,46.25,2,20.502,-494.58,$3021213.01,30969729.47,619394.59,31589138.57,16646883.69,-14942254.88,-14322845.78
plant 2,11916587,535611,01.10.2022,12642,crystal milk,1024.003,1044.483,1186,161.997,Loss,15.82,2,20.48,141.52,$3021213.01,30937311.86,618746.24,31556056.28,35831586.3,4275530.02,4894274.44
plant 2,11834861,535626,17.04.2022,12898,valtino malt,1021.523,1041.953,1014,-7.523,Gain,0.74,2,20.43,-27.95,$1302828.68,13308694.62,266173.89,13574862.52,13210682.82,-364179.7,-98011.8
plant 2,11927396,535625,14.10.2022,1296,valtino malt,102.644,104.697,104,1.356,Loss,1.32,2,2.053,-0.7,$1302828.68,1337275.47,26745.51,1364022.54,1354941.83,-9080.71,17666.36
plant 2,11919660,535625,22.09.2022,12816,valtino malt,1015.027,1035.328,1326,310.973,Loss,30.64,2,20.301,290.67,$1302828.68,13224062.87,264481.26,13488550.12,17275508.3,3786958.18,4051445.43
plant 2,11931288,699120,17.10.2022,12764,null,1010.909,1031.127,1031,20.091,Loss,1.99,2,20.218,-0.13,$950439.45,9608077.94,192161.56,9800237.79,9799030.73,-1207.06,190952.79
plant 2,11877501,535609,08.07.2022,12960,crystal milk,1010.88,1031.098,1263,252.12,Loss,24.94,2,20.218,231.9,$3021213.01,30540838.08,610816.76,31151666.92,38157920.32,7006253.4,7617082.24
plant 2,11877327,535611,30.07.2022,12477,crystal milk,1010.637,1030.85,790,-220.637,Gain,21.83,2,20.213,-240.85,$3021213.01,30533496.53,610669.93,31144174.31,23867582.78,-7276591.53,-6665913.75
plant 2,11902579,535611,23.08.2022,12474,crystal milk,1010.394,1030.602,911,-99.394,Gain,9.84,2,20.208,-119.6,$3021213.01,30526154.98,610523.1,31136681.71,27523250.52,-3613431.19,-3002904.46
plant 2,11818841,535624,21.04.2022,1245,crystal milk,100.845,102.862,0,-100.845,null,0,2,2.017,-102.86,$1477616.53,1490102.39,29802.05,1519905.92,0,-1519905.92,-1490102.39
plant 2,11913127,535626,10.09.2022,22,valtino malt,1.743,1.778,0,-1.743,null,0,2,0.035,-1.78,$1302828.68,22708.3,454.17,23164.29,0,-23164.29,-22708.3
plant 2,11818831,535611,23.04.2022,1,crystal milk,0.081,0.083,0,-0.081,null,0,2,0.002,-0.08,$3021213.01,2447.18,48.94,2507.61,0,-2507.61,-2447.18
plant 2,11889718,758691,29.07.2022,1,crystal milk,0.081,0.083,0,-0.081,null,0,2,0.002,-0.08,$2401765.2,1945.43,38.91,1993.47,0,-1993.47,-1945.43
plant 2,11831512,535611,30.04.2022,1,crystal milk,0.081,0.083,0,-0.081,null,0,2,0.002,-0.08,$3021213.01,2447.18,48.94,2507.61,0,-2507.61,-2447.18
plant 2,11818822,535611,24.04.2022,1,crystal milk,0.081,0.083,0,-0.081,null,0,2,0.002,-0.08,$3021213.01,2447.18,48.94,2507.61,0,-2507.61,-2447.18
plant 2,11818816,535611,22.04.2022,1,crystal milk,0.081,0.083,0,-0.081,null,0,2,0.002,-0.08,$3021213.01,2447.18,48.94,2507.61,0,-2507.61,-2447.18
plant 2,11877253,535611,12.07.2022,1,crystal milk,0.081,0.083,0,-0.081,null,0,2,0.002,-0.08,$3021213.01,2447.18,48.94,2507.61,0,-2507.61,-2447.18
plant 2,11877218,535611,16.07.2022,1,crystal milk,0.081,0.083,0,-0.081,null,0,2,0.002,-0.08,$3021213.01,2447.18,48.94,2507.61,0,-2507.61,-2447.18
plant 2,11876472,535611,08.07.2022,1,crystal milk,0.081,0.083,0,-0.081,null,0,2,0.002,-0.08,$3021213.01,2447.18,48.94,2507.61,0,-2507.61,-2447.18
plant 2,11921105,535611,26.09.2022,1,crystal milk,0.081,0.083,0,-0.081,null,0,2,0.002,-0.08,$3021213.01,2447.18,48.94,2507.61,0,-2507.61,-2447.18
plant 2,11860028,535626,17.08.2022,1,valtino malt,0.079,0.081,0,-0.079,null,0,2,0.002,-0.08,$1302828.68,1029.23,20.58,1055.29,0,-1055.29,-1029.23
plant 2,11857195,535626,16.08.2022,1,valtino malt,0.079,0.081,0,-0.079,null,0,2,0.002,-0.08,$1302828.68,1029.23,20.58,1055.29,0,-1055.29,-1029.23
plant 2,11818773,535626,15.04.2022,1,valtino malt,0.079,0.081,0,-0.079,null,0,2,0.002,-0.08,$1302828.68,1029.23,20.58,1055.29,0,-1055.29,-1029.23
plant 2,11851056,535626,26.05.2022,1,valtino malt,0.079,0.081,0,-0.079,null,0,2,0.002,-0.08,$1302828.68,1029.23,20.58,1055.29,0,-1055.29,-1029.23
plant 2,11845681,535626,09.05.2022,1,valtino malt,0.079,0.081,0,-0.079,null,0,2,0.002,-0.08,$1302828.68,1029.23,20.58,1055.29,0,-1055.29,-1029.23
plant 2,11842006,535626,09.05.2022,1,valtino malt,0.079,0.081,0,-0.079,null,0,2,0.002,-0.08,$1302828.68,1029.23,20.58,1055.29,0,-1055.29,-1029.23
plant 2,11829419,535626,17.04.2022,1,valtino malt,0.079,0.081,0,-0.079,null,0,2,0.002,-0.08,$1302828.68,1029.23,20.58,1055.29,0,-1055.29,-1029.23
plant 2,11829324,535626,15.04.2022,1,valtino malt,0.079,0.081,0,-0.079,null,0,2,0.002,-0.08,$1302828.68,1029.23,20.58,1055.29,0,-1055.29,-1029.23
plant 2,11818817,535626,23.04.2022,1,valtino malt,0.079,0.081,0,-0.079,null,0,2,0.002,-0.08,$1302828.68,1029.23,20.58,1055.29,0,-1055.29,-1029.23
plant 2,11931348,535612,18.10.2022,1,crystal milk,0.079,0.081,0,-0.079,null,0,2,0.002,-0.08,$3021213.01,2386.76,47.74,2447.18,0,-2447.18,-2386.76
plant 2,11931297,535626,24.10.2022,1,valtino malt,0.079,0.081,0,-0.079,null,0,2,0.002,-0.08,$1302828.68,1029.23,20.58,1055.29,0,-1055.29,-1029.23
plant 2,11877275,535625,18.07.2022,1,valtino malt,0.079,0.081,0,-0.079,null,0,2,0.002,-0.08,$1302828.68,1029.23,20.58,1055.29,0,-1055.29,-1029.23
plant 2,11877249,535625,16.07.2022,1,valtino malt,0.079,0.081,0,-0.079,null,0,2,0.002,-0.08,$1302828.68,1029.23,20.58,1055.29,0,-1055.29,-1029.23
plant 2,11874864,535626,11.07.2022,1,valtino malt,0.079,0.081,0,-0.079,null,0,2,0.002,-0.08,$1302828.68,1029.23,20.58,1055.29,0,-1055.29,-1029.23
plant 2,11877203,535626,12.07.2022,1,valtino malt,0.079,0.081,0,-0.079,null,0,2,0.002,-0.08,$1302828.68,1029.23,20.58,1055.29,0,-1055.29,-1029.23
plant 2,11876824,535626,11.07.2022,1,valtino malt,0.079,0.081,0,-0.079,null,0,2,0.002,-0.08,$1302828.68,1029.23,20.58,1055.29,0,-1055.29,-1029.23
plant 2,11876520,535626,10.07.2022,1,valtino malt,0.079,0.081,0,-0.079,null,0,2,0.002,-0.08,$1302828.68,1029.23,20.58,1055.29,0,-1055.29,-1029.23
plant 2,11875058,535626,10.07.2022,1,valtino malt,0.079,0.081,0,-0.079,null,0,2,0.002,-0.08,$1302828.68,1029.23,20.58,1055.29,0,-1055.29,-1029.23
plant 2,11818752,535626,14.04.2022,1,valtino malt,0.079,0.081,0,-0.079,null,0,2,0.002,-0.08,$1302828.68,1029.23,20.58,1055.29,0,-1055.29,-1029.23
plant 2,11818808,738786,13.04.2022,1,crystal milk,0.078,0.08,0,-0.078,null,0,2,0.002,-0.08,$3021213.01,2356.55,47.13,2416.97,0,-2416.97,-2356.55
plant 2,11877273,535609,18.07.2022,1,crystal milk,0.078,0.08,0,-0.078,null,0,2,0.002,-0.08,$3021213.01,2356.55,47.13,2416.97,0,-2416.97,-2356.55
plant 2,11916913,699076,19.09.2022,1,juice,0.073,0.074,0,-0.073,null,0,2,0.001,-0.07,$1295929.78,946.03,18.92,958.99,0,-958.99,-946.03
Plant,,,Start Date,,null, Base Requirement,,,,Gain,Loss/Gain %,,,,,Base Req. Value,,,,,
Plant,,,Start Date,,null, Base Requirement,,,,Gain,Loss/Gain %,,,,,Base Req. Value,,,,,
